car_name,registration_year,insurance_validity,fuel_type,ownsership,transmission,manufacturing_year,seats,kms_driven,mileage(kmpl),engine(cc),torque(Nm),price(in lakhs),short_carname
2016 Mercedes-Benz B Class B180 Sport,2016,Third Party,Petrol,First Owner,Automatic,2016,5.0,83000.0,14.8,1595.0,12069.0,12.65,Mercedes-Benz B
2020 Hyundai Venue SX Turbo,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,107834.0,18.27,998.0,11835.0,7.99,Hyundai Venue
2018 Maruti Baleno Alpha,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,55000.0,21.01,1197.0,8180.0,6.75,Maruti Baleno
2017 Mercedes-Benz GLE 400 4MATIC,2017,Comprehensive,Petrol,First Owner,Automatic,2017,5.0,55000.0,9.7,2996.0,32855.0,45.45,Mercedes-Benz GLE
2020 Volvo XC60 D5 Inscription,2020,Comprehensive,Diesel,Second Owner,Automatic,2020,5.0,25000.0,11.2,2400.0,215.0,52.0,Volvo XC60
2014 Maruti Ritz VXi,2015,Comprehensive,Petrol,Second Owner,Manual,2014,5.0,48539.0,1197.0,8580.0,114.0,3.21,Maruti Ritz
2015 Honda City V MT,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,65000.0,16.8,1497.0,1163.0,6.25,Honda City
2014 Hyundai Grand i10 Sportz,2014,Comprehensive,Petrol,Second Owner,Manual,2014,5.0,86916.0,18.9,1197.0,82.0,3.68,Hyundai Grand
2016 Lexus RX 450h F-Sport,2016,Comprehensive,Petrol,First Owner,Automatic,2016,5.0,11000.0,18.8,3456.0,259.0,66.0,Lexus RX
2019 Tata Nexon 1.2 Revotron XZA Plus DualTone,2019,Comprehensive,Petrol,First Owner,Automatic,2019,5.0,108662.0,17.0,1198.0,1085.0,7.12,Tata Nexon
2012 Honda City V AT,2012,Third Party,Petrol,First Owner,Automatic,2012,5.0,130000.0,15.6,1497.0,1163.0,4.5,Honda City
2019 BMW M2 Competition,2019,Comprehensive,Petrol,First Owner,Automatic,2019,4.0,29000.0,10.63,2979.0,410.0,71.0,BMW M2
2018 Hyundai Grand i10 1.2 Kappa Asta,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,63307.0,18.9,1197.0,8186.0,5.44,Hyundai Grand
2018 Hyundai Tucson 2.0 e-VGT 4WD AT GLS,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,84000.0,16.38,1995.0,18246.0,15.9,Hyundai Tucson
2016 Maruti Baleno 1.2 Alpha,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,101927.0,21.4,1197.0,831.0,5.14,Maruti Baleno
2017 Mini 3 DOOR John Cooper Works 2019-2020,2017,Comprehensive,Petrol,Second Owner,Automatic,2017,4.0,31900.0,16.47,1998.0,231.0,31.0,Mini 3
2015 Mercedes-Benz E-Class E 200 CGI,2015,Comprehensive,Petrol,First Owner,Automatic,2015,5.0,76000.0,12.0,1991.0,18103.0,23.9,Mercedes-Benz E-Class
2019 Maruti Ciaz Alpha AT BSVI,2019,Comprehensive,Petrol,Second Owner,Automatic,2019,5.0,40775.0,20.04,1462.0,10325.0,8.14,Maruti Ciaz
2020 Mercedes-Benz S-Class S 350 d,2020,Third Party,Diesel,First Owner,Automatic,2020,5.0,18346.0,13.5,2925.0,28161.0,97.0,Mercedes-Benz S-Class
2018 Maruti SX4 S Cross Alpha DDiS 200 SH,2019,Comprehensive,Diesel,First Owner,Manual,2018,5.0,59710.0,25.1,1248.0,885.0,7.8,Maruti SX4
2015 Mercedes-Benz M-Class ML 350 4Matic,2015,Comprehensive,Diesel,First Owner,Automatic,2015,5.0,76000.0,2987.0,1652243800.0,510.0,19.99,Mercedes-Benz M-Class
2022 Audi Q7 Technology 2022-2022,2022,Comprehensive,Petrol,First Owner,Automatic,2022,7.0,8000.0,11.21,2995.0,33525.0,87.0,Audi Q7
2019 Honda WR-V i-VTEC VX,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,67606.0,17.5,1199.0,887.0,6.82,Honda WR-V
2016 Audi Q3 35 TDI Quattro Premium Plus,2016,Third Party,Diesel,Second Owner,Automatic,2016,5.0,72135.0,15.73,1968.0,17433.0,15.75,Audi Q3
2015 Hyundai i20 Asta 1.2,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,96658.0,18.6,1197.0,8183.0,5.1,Hyundai i20
2017 Audi A4 30 TFSI Premium Plus,2017,Zero Dep,Petrol,First Owner,Automatic,2017,5.0,29000.0,17.84,1395.0,14751.0,27.25,Audi A4
2017 Audi Q7 45 TDI Quattro Technology,2017,Comprehensive,Diesel,Second Owner,Automatic,2017,7.0,76000.0,14.75,2967.0,245.0,45.0,Audi Q7
2017 Maruti Ciaz 1.4 AT Alpha,2017,Comprehensive,Petrol,First Owner,Automatic,2017,5.0,26750.0,19.12,1373.0,911.0,8.62,Maruti Ciaz
2009 Mercedes-Benz S-Class S 350 L,2009,Not Available,Petrol,Fifth Owner,Automatic,2009,5.0,92762.0,10.13,3498.0,3649.0,8.25,Mercedes-Benz S-Class
2018 Jaguar XF 2.0 Diesel Portfolio,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,14000.0,19.33,1999.0,177.0,35.5,Jaguar XF
2018 Nissan Micra Active XV S,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,43293.0,19.49,1198.0,6704.0,4.12,Nissan Micra
2015 Nissan Micra Active XV S,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,98751.0,19.49,1198.0,6704.0,2.98,Nissan Micra
2017 Jeep Grand Cherokee Summit 4X4,2017,Comprehensive,Diesel,First Owner,Automatic,2017,5.0,53000.0,12.8,2998.0,2396.0,34.9,Jeep Grand
2017 BMW 3 Series 320d,2017,Zero Dep,Diesel,Second Owner,Automatic,2017,5.0,54776.0,22.69,1995.0,190.0,18.9,BMW 3
2018 Maruti Ciaz 1.3 Alpha,2018,Comprehensive,Diesel,First Owner,Manual,2018,5.0,59870.0,28.09,1248.0,885.0,7.27,Maruti Ciaz
2013 Hyundai Grand i10 1.2 Kappa Magna BSIV,2013,Comprehensive,Petrol,Second Owner,Manual,2013,5.0,50000.0,18.9,1197.0,8186.0,3.95,Hyundai Grand
2021 Mercedes-Benz G G 350d,2021,Comprehensive,Diesel,First Owner,Automatic,2021,5.0,38000.0,8.13,2925.0,28161.0,2.45,Mercedes-Benz G
2013 Maruti Ritz VXi,2014,Comprehensive,Petrol,First Owner,Manual,2013,5.0,80330.0,1197.0,8580.0,114.0,2.93,Maruti Ritz
2015 Honda City V MT,2015,Third Party,Petrol,First Owner,Manual,2015,5.0,94000.0,16.8,1497.0,1163.0,6.25,Honda City
2018 Land Rover Discovery Sport TD4 SE,2018,Zero Dep,Diesel,First Owner,Automatic,2018,7.0,37800.0,12.83,1999.0,14831.0,37.9,Land Rover
2019 Audi Q7 45 TDI Quattro Premium Plus,2019,Third Party,Diesel,First Owner,Automatic,2019,7.0,25000.0,14.75,2967.0,245.0,65.5,Audi Q7
2019 Tata Harrier XZ BSVI,2019,Comprehensive,Diesel,First Owner,Manual,2019,5.0,29294.0,16.35,1956.0,16767.0,13.65,Tata Harrier
2023 Kia Seltos HTX IVT G,2023,Comprehensive,Petrol,First Owner,Automatic,2023,5.0,6800.0,16.8,1497.0,11342.0,16.95,Kia Seltos
2020 Ford Figo Titanium BSIV,2021,Comprehensive,Petrol,First Owner,Manual,2020,5.0,16847.0,20.4,1194.0,9493.0,5.94,Ford Figo
2017 Mercedes-Benz CLA Urban Sport 200d,2017,Comprehensive,Diesel,Third Owner,Automatic,2017,5.0,70000.0,17.9,2143.0,1341.0,17.5,Mercedes-Benz CLA
2022 Audi Q5 Technology BSVI,2022,Third Party,Petrol,First Owner,Automatic,2022,5.0,25500.0,13.47,1984.0,24559.0,55.8,Audi Q5
2018 Renault Duster 110PS Diesel RxZ AMT,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,65865.0,19.6,1461.0,10845.0,7.99,Renault Duster
2021 Audi A6 45 TFSI Technology BSVI,2021,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,1000.0,14.11,1984.0,2413.0,55.9,Audi A6
2018 Volvo XC60 D4 Momentum,2018,Comprehensive,Diesel,Second Owner,Automatic,2018,5.0,60000.0,14.7,1984.0,181.0,38.0,Volvo XC60
2020 Tata Nexon XZ Plus Diesel S,2021,Comprehensive,Diesel,First Owner,Manual,2020,5.0,54000.0,21.19,1497.0,10849.0,9.99,Tata Nexon
2022 BMW 3 Series M340i xDrive,2022,Comprehensive,Petrol,First Owner,Automatic,2022,5.0,5500.0,13.02,2998.0,36878.0,72.0,BMW 3
2021 Honda Jazz ZX CVT,2021,Comprehensive,Petrol,Second Owner,Automatic,2021,5.0,20866.0,17.1,1199.0,8850.0,8.14,Honda Jazz
2023 Maruti Baleno Alpha AMT BSVI,2023,Comprehensive,Petrol,First Owner,Automatic,2023,5.0,5000.0,22.94,1197.0,8850.0,9.85,Maruti Baleno
2010 Maruti Swift LXI,2010,Comprehensive,Petrol,First Owner,Manual,2010,5.0,130363.0,18.6,1197.0,858.0,1.3,Maruti Swift
2018 Mahindra Marazzo M8,2018,Comprehensive,Diesel,First Owner,Manual,2018,7.0,73937.0,17.3,1497.0,121.0,8.99,Mahindra Marazzo
2017 Hyundai Creta 1.4 E Plus CRDi,2017,Comprehensive,Diesel,First Owner,Manual,2017,5.0,40000.0,1396.0,887.0,2197.0,7.99,Hyundai Creta
2020 Mercedes-Benz GLE 300d,2020,Comprehensive,Diesel,Second Owner,Automatic,2020,5.0,15000.0,1950.0,24138.0,500.0,74.5,Mercedes-Benz GLE
2018 Nissan Micra Active XV S,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,42014.0,19.49,1198.0,6704.0,4.25,Nissan Micra
2021 MG Hector Sharp DCT,2021,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,34000.0,13.96,1451.0,141.0,16.4,MG Hector
2018 Maruti Vitara Brezza ZDi Plus AMT,2018,Third Party,Diesel,First Owner,Automatic,2018,5.0,73000.0,24.3,1248.0,885.0,7.0,Maruti Vitara
2019 Maruti SX4 S Cross Zeta DDiS 200 SH,2019,Comprehensive,Diesel,First Owner,Manual,2019,5.0,59841.0,25.1,1248.0,885.0,8.74,Maruti SX4
2021 Kia Seltos HTX IVT G,2021,Zero Dep,Petrol,First Owner,Automatic,2021,5.0,37000.0,16.8,1497.0,11342.0,15.25,Kia Seltos
2012 Toyota Etios Liva G,2012,Comprehensive,Petrol,First Owner,Manual,2012,5.0,81949.0,17.71,1197.0,789.0,2.92,Toyota Etios
2017 Hyundai i10 Magna,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,50000.0,1197.0,789.0,1117.0,4.25,Hyundai i10
2013 Hyundai EON D Lite Plus,2013,Third Party,Petrol,Second Owner,Manual,2013,5.0,50000.0,814.0,552.0,745.0,1.75,Hyundai EON
2020 Honda City ZX CVT,2021,Comprehensive,Petrol,First Owner,Automatic,2020,5.0,34769.0,18.3,1498.0,11935.0,13.08,Honda City
2015 Maruti Swift LXI,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,79656.0,1197.0,8180.0,113.0,3.1,Maruti Swift
2019 Mercedes-Benz C-Class Progressive C 220d,2019,Third Party,Diesel,First Owner,Automatic,2019,5.0,55000.0,12.6,1950.0,194.0,34.75,Mercedes-Benz C-Class
2016 Hyundai i20 Asta Option 1.2,2017,Comprehensive,Petrol,First Owner,Manual,2016,5.0,84310.0,18.6,1197.0,8183.0,5.64,Hyundai i20
2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,23000.0,18.9,1197.0,8186.0,5.15,Hyundai Grand
2016 Nissan Micra Active XV S,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,79362.0,19.49,1198.0,6704.0,3.42,Nissan Micra
2019 BMW X4 M Sport X xDrive20d,2019,Comprehensive,Diesel,Second Owner,Automatic,2019,5.0,18000.0,16.55,1995.0,18774.0,49.5,BMW X4
2013 Maruti Ritz VXi,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,102511.0,1197.0,8580.0,114.0,2.49,Maruti Ritz
2018 Maruti Ertiga CNG VXI,2018,Comprehensive,CNG,First Owner,Manual,2018,7.0,70000.0,26.08,1462.0,9119.0,7.65,Maruti Ertiga
2017 Mercedes-Benz GLS 350d 4MATIC,2017,Comprehensive,Diesel,Second Owner,Automatic,2017,7.0,80000.0,11.0,2987.0,258.0,48.5,Mercedes-Benz GLS
2015 Hyundai Grand i10 Asta,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,105446.0,18.9,1197.0,82.0,3.75,Hyundai Grand
2015 Maruti Baleno 1.2 Delta,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,54000.0,21.4,1197.0,831.0,4.25,Maruti Baleno
2013 Hyundai i10 Era,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,75865.0,1086.0,6805.0,9904.0,2.65,Hyundai i10
2020 Kia Seltos HTK Plus G,2020,Third Party,Petrol,First Owner,Manual,2020,5.0,64690.0,16.8,1497.0,11343.0,10.0,Kia Seltos
2022 Hyundai Venue SX BSVI,2022,Third Party,Petrol,First Owner,Manual,2022,5.0,5103.0,1197.0,8180.0,1138.0,10.85,Hyundai Venue
2018 Mahindra KUV 100 mFALCON G80 K2,2018,Comprehensive,Petrol,First Owner,Manual,2018,6.0,18706.0,1198.0,82.0,115.0,4.24,Mahindra KUV
2016 Hyundai Xcent 1.2 Kappa S,2017,Third Party,Petrol,First Owner,Manual,2016,5.0,43687.0,19.1,1197.0,82.0,5.2,Hyundai Xcent
2019 Hyundai Venue SX Plus Turbo DCT BSIV,2019,Third Party,Petrol,First Owner,Automatic,2019,5.0,51000.0,18.15,998.0,11835.0,9.75,Hyundai Venue
2012 Honda City V MT,2012,Third Party,Petrol,Second Owner,Manual,2012,5.0,60758.0,16.8,1497.0,1163.0,4.4,Honda City
2020 Hyundai Venue SX Opt Diesel BSIV,2022,Third Party,Diesel,First Owner,Manual,2020,5.0,42000.0,23.7,1396.0,887.0,10.5,Hyundai Venue
2016 Maruti Vitara Brezza ZDi Plus Dual Tone,2016,Third Party,Diesel,First Owner,Manual,2016,5.0,42261.0,24.3,1248.0,885.0,8.85,Maruti Vitara
2015 Hyundai Grand i10 Magna,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,75499.0,1197.0,82.0,114.0,4.56,Hyundai Grand
2013 Hyundai Elantra CRDi Base,2013,Third Party,Diesel,Third Owner,Manual,2013,5.0,120000.0,22.7,1582.0,12624.0,3.99,Hyundai Elantra
2015 Hyundai Grand i10 Magna,2015,Third Party,Petrol,Second Owner,Manual,2015,5.0,87109.0,1197.0,82.0,114.0,4.59,Hyundai Grand
2019 Mahindra TUV 300 T10,2019,Comprehensive,Diesel,First Owner,Manual,2019,7.0,69000.0,18.49,1493.0,100.0,8.5,Mahindra TUV
2017 Volkswagen Ameo 1.5 TDI Highline AT,2017,Comprehensive,Diesel,First Owner,Automatic,2017,5.0,109000.0,22.0,1498.0,108495.0,6.25,Volkswagen Ameo
2018 Hyundai Elantra 1.6 SX Option AT,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,90001.0,18.23,1582.0,1262.0,10.75,Hyundai Elantra
2022 Skoda Kushaq 1.5 TSI Style DSG,2022,Third Party,Petrol,First Owner,Automatic,2022,5.0,13000.0,18.89,1498.0,14751.0,16.5,Skoda Kushaq
2011 Volkswagen Polo Diesel Comfortline 1.2L,2011,Comprehensive,Diesel,Second Owner,Manual,2011,5.0,60000.0,22.07,1199.0,739.0,2.4,Volkswagen Polo
2010 Hyundai Accent GLE,2010,Comprehensive,Petrol,First Owner,Manual,2010,5.0,75000.0,1495.0,94.0,125.0,1.9,Hyundai Accent
2019 Maruti XL6 Alpha AT,2019,Comprehensive,Petrol,First Owner,Automatic,2019,6.0,76000.0,17.99,1462.0,1032.0,9.25,Maruti XL6
2014 Maruti Ertiga VDI,2014,Third Party,Diesel,First Owner,Manual,2014,7.0,82000.0,20.77,1248.0,8876.0,6.5,Maruti Ertiga
2016 Hyundai EON Era Plus,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,47057.0,814.0,552.0,745.0,3.17,Hyundai EON
2019 Hyundai Verna VTVT 1.6 SX,2019,Zero Dep,Petrol,First Owner,Manual,2019,5.0,123715.0,17.0,1591.0,1213.0,7.7,Hyundai Verna
2021 Tata Tiago XT BSVI,2021,Third Party,Petrol,First Owner,Manual,2021,5.0,36522.0,19.01,1199.0,8482.0,5.44,Tata Tiago
2016 Volkswagen Vento 1.6 Highline,2016,Third Party,Petrol,First Owner,Manual,2016,5.0,63000.0,16.09,1598.0,1032.0,5.8,Volkswagen Vento
2018 Volkswagen Polo 1.0 MPI Comfortline,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,23285.0,17.74,999.0,7510.0,5.73,Volkswagen Polo
2021 Hyundai Grand i10 Nios Sportz,2021,Zero Dep,Petrol,Second Owner,Manual,2021,5.0,14596.0,20.7,1197.0,8186.0,6.41,Hyundai Grand
2013 Mercedes-Benz C-Class 220 CDI AT,2013,Comprehensive,Diesel,First Owner,Automatic,2013,5.0,48401.0,14.84,2143.0,170.0,12.0,Mercedes-Benz C-Class
2021 Maruti Baleno Zeta,2021,Zero Dep,Petrol,First Owner,Manual,2021,5.0,34377.0,21.01,1197.0,8180.0,7.57,Maruti Baleno
2011 Mercedes-Benz M-Class ML 350 CDI,2011,Third Party,Diesel,Third Owner,Automatic,2011,5.0,127000.0,11.74,2987.0,2548.0,11.0,Mercedes-Benz M-Class
2018 Mercedes-Benz E-Class Exclusive E 220 d BSIV,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,70000.0,16.1,1950.0,1917.0,39.95,Mercedes-Benz E-Class
2012 BMW X3 xDrive20d,2012,Third Party,Diesel,Second Owner,Automatic,2012,5.0,90000.0,16.09,1995.0,184.0,12.0,BMW X3
2017 Ford Ecosport 1.5 Diesel Titanium Plus,2017,Comprehensive,Diesel,First Owner,Manual,2017,5.0,65000.0,21.7,1498.0,9896.0,7.25,Ford Ecosport
2020 Jeep Compass 2.0 Limited Plus,2020,Comprehensive,Diesel,First Owner,Manual,2020,5.0,80000.0,17.1,1956.0,17063.0,16.5,Jeep Compass
2014 Honda Mobilio S i-DTEC,2014,Comprehensive,Diesel,First Owner,Manual,2014,7.0,89000.0,24.2,1498.0,986.0,5.5,Honda Mobilio
2018 Ford Ecosport 1.5 Diesel Titanium Plus,2018,Comprehensive,Diesel,First Owner,Manual,2018,5.0,90000.0,21.7,1498.0,9896.0,7.75,Ford Ecosport
2017 Volkswagen Vento 1.5 TDI Highline AT,2017,Comprehensive,Diesel,First Owner,Automatic,2017,5.0,109000.0,22.15,1498.0,1086.0,7.25,Volkswagen Vento
2021 Mahindra XUV300 W8 AMT Optional Diesel BSVI,2021,Zero Dep,Diesel,First Owner,Automatic,2021,5.0,66302.0,19.7,1497.0,11505.0,11.24,Mahindra XUV300
2012 Maruti Swift Dzire VXI,2012,Third Party,Petrol,First Owner,Manual,2012,5.0,79247.0,22.41,1197.0,8850.0,4.1,Maruti Swift
2017 Mini Cooper Clubman Cooper S,2017,Comprehensive,Petrol,First Owner,Automatic,2017,5.0,46000.0,13.79,1998.0,192.0,33.0,Mini Cooper
2017 Maruti Baleno 1.3 Alpha,2018,Third Party,Diesel,First Owner,Manual,2017,5.0,82051.0,27.39,1248.0,74.0,6.07,Maruti Baleno
2021 Maruti Swift ZXI Plus,2021,Third Party,Petrol,First Owner,Manual,2021,5.0,31655.0,22.38,1197.0,8850.0,7.75,Maruti Swift
2017 Hyundai Grand i10 Sportz,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,16000.0,18.9,1197.0,8186.0,5.75,Hyundai Grand
2019 Honda WR-V i-DTEC VX,2019,Zero Dep,Diesel,First Owner,Manual,2019,5.0,59965.0,25.5,1498.0,986.0,7.61,Honda WR-V
2009 Hyundai i20 Asta,2009,Third Party,Petrol,Third Owner,Manual,2009,5.0,60000.0,17.0,1197.0,805200.0,1.75,Hyundai i20
2017 Maruti Baleno 1.2 Delta,2017,Zero Dep,Petrol,First Owner,Manual,2017,5.0,103209.0,21.4,1197.0,831.0,5.02,Maruti Baleno
2017 Maruti Baleno 1.2 Delta,2017,Third Party,Petrol,First Owner,Manual,2017,5.0,29497.0,21.4,1197.0,831.0,5.59,Maruti Baleno
2012 Hyundai i10 Magna,2012,Comprehensive,Petrol,First Owner,Manual,2012,5.0,51000.0,1197.0,789.0,1117.0,2.9,Hyundai i10
2020 Hyundai Grand i10 Nios AMT Sportz,2020,Third Party,Petrol,First Owner,Automatic,2020,5.0,22849.0,20.7,1197.0,8186.0,6.83,Hyundai Grand
2018 Hyundai i20 1.4 Asta,2018,Third Party,Diesel,First Owner,Manual,2018,5.0,66000.0,22.54,1396.0,8873.0,5.75,Hyundai i20
2019 BMW X1 xDrive 20d xLine,2019,Third Party,Diesel,First Owner,Automatic,2019,5.0,43000.0,20.68,1995.0,190.0,29.5,BMW X1
2019 Maruti Vitara Brezza VDi,2019,Comprehensive,Diesel,First Owner,Manual,2019,5.0,68000.0,24.3,1248.0,885.0,7.5,Maruti Vitara
2018 Mercedes-Benz GLC 220d 4MATIC Sport,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,61000.0,17.9,2143.0,170.0,37.5,Mercedes-Benz GLC
2018 Maruti Ciaz Delta,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,35000.0,20.65,1462.0,10325.0,6.8,Maruti Ciaz
2019 Maruti Baleno Zeta CVT,2019,Comprehensive,Petrol,First Owner,Automatic,2019,5.0,47000.0,19.56,1197.0,8180.0,6.75,Maruti Baleno
2019 Maruti Vitara Brezza ZDi Plus,2019,Third Party,Diesel,First Owner,Manual,2019,5.0,54000.0,24.3,1248.0,885.0,8.75,Maruti Vitara
2015 Honda City i VTEC CVT SV,2016,Zero Dep,Petrol,First Owner,Automatic,2015,5.0,72000.0,18.0,1497.0,1173.0,6.15,Honda City
2017 Maruti Alto 800 LXI,2017,Third Party,Petrol,First Owner,Manual,2017,5.0,62039.0,796.0,4733.0,69.0,3.02,Maruti Alto
2020 Maruti Baleno Zeta,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,23428.0,21.01,1197.0,8180.0,7.14,Maruti Baleno
2017 Maruti SX4 S Cross Zeta DDiS 200 SH,2017,Comprehensive,Diesel,First Owner,Manual,2017,5.0,53000.0,25.1,1248.0,885.0,7.95,Maruti SX4
2012 Honda City V MT,2012,Comprehensive,Petrol,First Owner,Manual,2012,5.0,47925.0,16.8,1497.0,1163.0,4.53,Honda City
2015 Hyundai Grand i10 Magna,2015,Third Party,Petrol,First Owner,Manual,2015,5.0,59011.0,1197.0,82.0,114.0,4.26,Hyundai Grand
2019 Mahindra Alturas G4 4X2 AT,2019,Comprehensive,Diesel,First Owner,Automatic,2019,7.0,121281.0,12.35,2157.0,17849.0,17.51,Mahindra Alturas
2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Third Party,Petrol,First Owner,Manual,2019,5.0,63238.0,18.9,1197.0,8186.0,5.15,Hyundai Grand
2014 Honda City i VTEC CVT VX,2014,Third Party,Petrol,First Owner,Automatic,2014,5.0,51376.0,18.0,1497.0,1173.0,6.0,Honda City
2013 Hyundai i10 Magna 1.1L,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,51196.0,1086.0,6805.0,9904.0,3.19,Hyundai i10
2018 Hyundai Grand i10 1.2 Kappa Sportz Option AT,2018,Third Party,Petrol,Second Owner,Automatic,2018,5.0,35898.0,18.9,1197.0,8186.0,5.43,Hyundai Grand
2018 BMW 5 Series 520d Sport Line,2018,Comprehensive,Diesel,Second Owner,Automatic,2018,5.0,40000.0,22.48,1995.0,18774.0,34.5,BMW 5
2018 Maruti Ignis 1.2 Delta BSIV,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,19876.0,20.89,1197.0,8180.0,4.92,Maruti Ignis
2012 Maruti Swift VDI,2012,Comprehensive,Diesel,First Owner,Manual,2012,5.0,68000.0,22.9,1248.0,74.0,4.1,Maruti Swift
2016 Honda Amaze S Petrol,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,40451.0,18.6,1199.0,8876.0,5.25,Honda Amaze
2014 Honda City i VTEC SV,2014,Third Party,Petrol,Second Owner,Manual,2014,5.0,60000.0,17.4,1497.0,1173.0,5.55,Honda City
2013 Audi A6 2.0 TDI Premium Plus,2013,Comprehensive,Diesel,First Owner,Automatic,2013,5.0,69000.0,17.68,1968.0,17433.0,14.5,Audi A6
2018 Maruti Baleno Zeta,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,98000.0,21.01,1197.0,8180.0,6.0,Maruti Baleno
2019 Honda Jazz VX CVT,2019,Zero Dep,Petrol,First Owner,Automatic,2019,5.0,55000.0,18.2,1199.0,887.0,7.5,Honda Jazz
2015 Toyota Etios GD,2015,Zero Dep,Diesel,First Owner,Manual,2015,5.0,104000.0,23.59,1364.0,6705.0,5.25,Toyota Etios
2019 Maruti Alto 800 VXI BSIV,2019,Zero Dep,Petrol,First Owner,Manual,2019,5.0,57647.0,24.7,796.0,473.0,3.52,Maruti Alto
2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,Third Party,Petrol,Second Owner,Manual,2017,5.0,76125.0,18.9,1197.0,8186.0,4.4,Hyundai Grand
2017 Maruti Swift Dzire VDI,2017,Third Party,Diesel,First Owner,Manual,2017,5.0,94857.0,28.4,1248.0,7402.0,6.06,Maruti Swift
2016 Honda Amaze S i-Vtech,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,51499.0,18.0,1198.0,867.0,4.96,Honda Amaze
2023 Mahindra XUV700 AX5 7 Str Diesel AT,2023,Comprehensive,Diesel,First Owner,Automatic,2023,7.0,22468.0,2198.0,18238.0,450.0,22.0,Mahindra XUV700
2016 Maruti Celerio ZXI,2016,Zero Dep,Petrol,First Owner,Manual,2016,5.0,123186.0,25.24,998.0,6571.0,3.68,Maruti Celerio
2021 Maruti Wagon R VXI AMT,2021,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,20000.0,21.79,998.0,6705.0,6.1,Maruti Wagon
2015 Hyundai i20 Asta 1.2,2016,Zero Dep,Petrol,First Owner,Manual,2015,5.0,74661.0,18.6,1197.0,8183.0,5.45,Hyundai i20
2012 Maruti Swift VDI,2012,Comprehensive,Diesel,First Owner,Manual,2012,5.0,50018.0,22.9,1248.0,74.0,4.2,Maruti Swift
2019 Hyundai i20 1.2 Asta,2019,Third Party,Petrol,First Owner,Manual,2019,5.0,38000.0,18.6,1197.0,8183.0,5.6,Hyundai i20
2021 Maruti Baleno Zeta,2021,Zero Dep,Petrol,First Owner,Manual,2021,5.0,11971.0,21.01,1197.0,8180.0,7.55,Maruti Baleno
2014 Hyundai i20 Asta 1.2,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,64000.0,18.6,1197.0,8183.0,5.5,Hyundai i20
2017 Maruti Baleno 1.2 Sigma,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,37000.0,1197.0,831.0,115.0,5.05,Maruti Baleno
2015 Hyundai i20 Asta 1.4 CRDi,2015,Comprehensive,Diesel,First Owner,Manual,2015,5.0,92000.0,22.54,1396.0,8873.0,5.95,Hyundai i20
2019 Maruti Alto K10 VXI,2019,Comprehensive,Petrol,Second Owner,Manual,2019,5.0,70000.0,23.95,998.0,6705.0,3.4,Maruti Alto
2021 Maruti Vitara Brezza LXI,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,83000.0,17.03,1462.0,10326.0,7.95,Maruti Vitara
