car_name,registration_year,insurance_validity,fuel_type,ownsership,transmission,manufacturing_year,seats,kms_driven,mileage(kmpl),engine(cc),torque(Nm),price(in lakhs),short_carname
2019 Ford Aspire Titanium Plus BSIV,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,6818.0,19.4,1194.0,9493.0,5.4,Ford Aspire
2016 Honda City i DTec SV,2016,Comprehensive,Diesel,First Owner,Manual,2016,5.0,44000.0,26.0,1498.0,986.0,5.5,Honda City
2019 Honda City i-DTEC ZX,2019,Third Party,Diesel,First Owner,Manual,2019,5.0,29200.0,25.6,1498.0,979.0,8.75,Honda City
2011 Hyundai i10 Magna 1.1L,2011,Comprehensive,Petrol,First Owner,Manual,2011,5.0,16016.0,1086.0,6805.0,9904.0,1.85,Hyundai i10
2020 Maruti S-Presso VXI Plus 2019-2022,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,26638.0,21.7,998.0,6571.0,4.19,Maruti S-Presso
2020 Maruti Wagon R CNG LXI,2020,Comprehensive,CNG,First Owner,Manual,2020,5.0,18930.0,998.0,5833.0,78.0,4.79,Maruti Wagon
2019 Maruti Wagon R CNG LXI,2019,Comprehensive,CNG,First Owner,Manual,2019,5.0,26580.0,998.0,5833.0,78.0,4.49,Maruti Wagon
2018 Honda BR-V i-VTEC V MT,2018,Comprehensive,Petrol,First Owner,Manual,2018,7.0,35000.0,15.4,1497.0,1173.0,7.45,Honda BR-V
2018 Audi Q3 30 TFSI Premium FWD,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,32000.0,16.9,1395.0,14751.0,21.0,Audi Q3
2019 Hyundai Creta 1.6 SX Automatic Diesel,2019,Comprehensive,Diesel,First Owner,Automatic,2019,5.0,68499.0,17.6,1582.0,1262.0,10.83,Hyundai Creta
2018 Ford Ecosport 1.5 Diesel Titanium BSIV,2018,Comprehensive,Diesel,First Owner,Manual,2018,5.0,53750.0,23.0,1498.0,9896.0,6.85,Ford Ecosport
2019 Maruti Alto 800 VXI BSVI,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,48341.0,22.05,796.0,4733.0,3.03,Maruti Alto
2018 Maruti Wagon R VXI 1.2 BSIV,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,34260.0,21.5,1197.0,8180.0,3.95,Maruti Wagon
2018 Ford Ecosport 1.5 Diesel Trend BSIV,2018,Comprehensive,Diesel,Second Owner,Manual,2018,5.0,48380.0,23.0,1498.0,9896.0,5.83,Ford Ecosport
2018 Hyundai Creta 1.6 CRDi SX Plus,2018,Third Party,Diesel,First Owner,Manual,2018,5.0,52000.0,19.67,1582.0,1262.0,9.95,Hyundai Creta
2019 Maruti Alto K10 VXI Optional,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,26610.0,23.95,998.0,6705.0,3.65,Maruti Alto
2018 Maruti Ertiga 1.5 VDI,2018,Comprehensive,Diesel,First Owner,Manual,2018,7.0,66019.0,24.2,1498.0,9387.0,7.75,Maruti Ertiga
2014 Maruti Alto K10 2010-2014 VXI,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,42320.0,998.0,671.0,90.0,2.29,Maruti Alto
2020 Maruti Wagon R CNG LXI,2020,Comprehensive,CNG,First Owner,Manual,2020,5.0,25484.0,998.0,5833.0,78.0,4.77,Maruti Wagon
2013 Maruti Zen Estilo LXI,2015,Comprehensive,Petrol,First Owner,Manual,2013,5.0,25171.0,998.0,671.0,90.0,2.22,Maruti Zen
2011 Hyundai i20 1.4 CRDi Asta,2011,Comprehensive,Diesel,Second Owner,Manual,2011,5.0,78006.0,23.0,1396.0,904000.0,2.55,Hyundai i20
2018 Nissan Micra XL CVT,2019,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,21607.0,19.34,1198.0,7594.0,4.7,Nissan Micra
2019 Kia Seltos GTX Plus DCT,2019,Comprehensive,Petrol,First Owner,Automatic,2019,5.0,52162.0,16.5,1353.0,13808.0,11.92,Kia Seltos
2016 BMW 7 Series 730Ld Design Pure Excellence,2016,Comprehensive,Diesel,First Owner,Automatic,2016,5.0,23435.0,16.77,2993.0,26149.0,45.0,BMW 7
2021 Skoda Kushaq 1.0 TSI Style BSVI,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,20336.0,19.2,999.0,11398.0,12.81,Skoda Kushaq
2018 Maruti SX4 S Cross Alpha DDiS 200 SH,2018,Comprehensive,Diesel,First Owner,Manual,2018,5.0,68591.0,25.1,1248.0,885.0,6.75,Maruti SX4
2014 Maruti Swift VDI BSIV,2014,Comprehensive,Diesel,First Owner,Manual,2014,5.0,65341.0,25.2,1248.0,74.0,3.44,Maruti Swift
2017 Datsun RediGO 1.0 T Option,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,23329.0,22.5,999.0,67.0,2.72,Datsun RediGO
2015 Honda City i DTEC VX,2015,Comprehensive,Diesel,First Owner,Manual,2015,5.0,84000.0,25.1,1498.0,986.0,5.25,Honda City
2018 Toyota Corolla Altis 1.4 DG,2018,Comprehensive,Diesel,First Owner,Manual,2018,5.0,19000.0,21.43,1364.0,8679.0,14.95,Toyota Corolla
2013 Maruti Ritz LDi,2013,Comprehensive,Diesel,Third Owner,Manual,2013,5.0,100500.0,1248.0,7394.0,190.0,2.45,Maruti Ritz
2019 Ford Ecosport 1.5 Diesel Titanium BSIV,2019,Third Party,Diesel,First Owner,Manual,2019,5.0,58500.0,23.0,1498.0,9896.0,6.65,Ford Ecosport
2018 Volvo S60 Cross Country D4 AWD BSIV,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,66455.0,19.6,2400.0,190.0,19.35,Volvo S60
2023 Maruti Celerio ZXI Plus,2023,Comprehensive,Petrol,First Owner,Manual,2023,5.0,1229.0,24.97,998.0,6571.0,5.9,Maruti Celerio
2021 Kia Sonet HTX Turbo DCT,2021,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,26597.0,18.2,998.0,11835.0,9.25,Kia Sonet
2015 Maruti Swift VXI BSIV,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,73616.0,22.0,1197.0,8180.0,3.75,Maruti Swift
2011 Hyundai i20 Magna,2012,Comprehensive,Petrol,First Owner,Manual,2011,5.0,53657.0,18.5,1197.0,805200.0,2.63,Hyundai i20
2014 Hyundai EON D Lite Plus,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,37016.0,814.0,552.0,745.0,2.05,Hyundai EON
2017 Honda Jazz 1.2 SV i VTEC,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,62466.0,18.7,1199.0,887.0,3.9,Honda Jazz
2021 Hyundai Grand i10 Nios Sportz,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,20041.0,20.7,1197.0,8186.0,6.19,Hyundai Grand
2017 Maruti Swift VXI,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,49000.0,21.21,1197.0,8180.0,3.65,Maruti Swift
2014 Maruti Swift Dzire VXI,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,44669.0,19.1,1197.0,858.0,3.79,Maruti Swift
2019 Hyundai Grand i10 Nios AMT Sportz,2019,Comprehensive,Petrol,First Owner,Automatic,2019,5.0,28500.0,20.7,1197.0,8186.0,5.45,Hyundai Grand
2014 Maruti Wagon R VXi BSII,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,19843.0,998.0,671.0,90.0,3.05,Maruti Wagon
2014 Maruti Swift Dzire VXI,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,44800.0,19.1,1197.0,858.0,3.81,Maruti Swift
2016 Maruti Swift VXI,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,44275.0,21.21,1197.0,8180.0,3.75,Maruti Swift
2020 Maruti Swift VXI,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,27012.0,21.21,1197.0,8180.0,5.45,Maruti Swift
2018 Maruti Wagon R VXI AMT 1.2,2018,Comprehensive,Petrol,First Owner,Automatic,2018,5.0,35629.0,20.52,1197.0,8180.0,4.25,Maruti Wagon
2017 Maruti Alto K10 VXI,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,37009.0,23.95,998.0,6705.0,2.75,Maruti Alto
2011 Hyundai i10 Sportz AT,2011,Comprehensive,Petrol,First Owner,Automatic,2011,5.0,28000.0,16.95,1197.0,789.0,2.7,Hyundai i10
2014 Hyundai i10 Sportz 1.1L,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,46022.0,19.81,1086.0,6805.0,2.35,Hyundai i10
2009 Hyundai i10 Era 1.1,2009,Third Party,Petrol,First Owner,Manual,2009,5.0,100000.0,1086.0,6805.0,9904.0,1.25,Hyundai i10
2018 Maruti Ertiga BSIV VXI,2018,Comprehensive,Petrol,First Owner,Manual,2018,7.0,22302.0,17.5,1373.0,911.0,6.9,Maruti Ertiga
2021 Audi Q8 55 TFSI Quattro BSVI,2021,Third Party,Petrol,Second Owner,Automatic,2021,5.0,17000.0,9.8,2995.0,340.0,80.0,Audi Q8
2023 Tata Harrier XZA Plus Red Dark Diesel AT BSVI,2023,Comprehensive,Diesel,First Owner,Automatic,2023,5.0,7400.0,14.6,1956.0,16767.0,20.25,Tata Harrier
2018 Datsun RediGO T Option,2018,Comprehensive,Petrol,Second Owner,Manual,2018,5.0,17024.0,22.7,799.0,5364.0,2.72,Datsun RediGO
2014 Toyota Etios Liva VXD,2014,Comprehensive,Diesel,First Owner,Manual,2014,5.0,71649.0,23.59,1364.0,6704.0,3.32,Toyota Etios
2022 Maruti Wagon R LXI,2022,Comprehensive,Petrol,First Owner,Manual,2022,5.0,9016.0,998.0,6705.0,90.0,5.05,Maruti Wagon
2015 Toyota Etios V,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,44999.0,16.78,1496.0,8873.0,3.74,Toyota Etios
2016 Renault Duster 85PS Diesel RxS,2016,Comprehensive,Diesel,First Owner,Manual,2016,5.0,78106.0,19.87,1461.0,838.0,5.1,Renault Duster
2015 Hyundai EON Era Plus,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,34016.0,814.0,552.0,745.0,2.15,Hyundai EON
2014 Maruti Swift VDI BSIV,2014,Comprehensive,Diesel,First Owner,Manual,2014,5.0,85692.0,25.2,1248.0,74.0,3.47,Maruti Swift
2021 Tata Nexon XM BSVI,2021,Third Party,Petrol,First Owner,Manual,2021,5.0,6500.0,17.33,1199.0,11835.0,7.98,Tata Nexon
2021 Hyundai Venue SX Turbo,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,35080.0,18.27,998.0,11835.0,8.99,Hyundai Venue
2016 Volkswagen Polo 1.2 MPI Comfortline,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,77727.0,16.2,1199.0,74.0,3.77,Volkswagen Polo
2014 Hyundai i20 Sportz 1.2,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,43000.0,18.5,1197.0,8285.0,3.49,Hyundai i20
2019 Hyundai Grand i10 Sportz Petrol BSIV,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,30000.0,18.9,1197.0,8186.0,4.25,Hyundai Grand
2016 Mahindra NuvoSport N6,2016,Comprehensive,Diesel,First Owner,Manual,2016,7.0,42364.0,17.45,1493.0,100.0,4.5,Mahindra NuvoSport
2015 Honda Brio VX AT,2015,Comprehensive,Petrol,Second Owner,Automatic,2015,5.0,7000.0,16.5,1198.0,868.0,4.95,Honda Brio
2016 Honda Jazz 1.2 V i VTEC,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,54000.0,18.7,1199.0,887.0,3.95,Honda Jazz
2009 Maruti Swift Dzire VXi,2009,Comprehensive,Petrol,First Owner,Manual,2009,5.0,45000.0,17.5,1298.0,858.0,2.25,Maruti Swift
2013 Maruti Swift Dzire VXI,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,44018.0,19.1,1197.0,858.0,3.45,Maruti Swift
2020 Honda Civic VX,2020,Third Party,Petrol,First Owner,Automatic,2020,5.0,18500.0,16.5,1799.0,13946.0,12.9,Honda Civic
2011 Hyundai Santro Xing GLS,2011,Comprehensive,Petrol,First Owner,Manual,2011,5.0,43002.0,17.92,1086.0,621.0,1.75,Hyundai Santro
2020 Mercedes-Benz GLC 200,2020,Third Party,Petrol,First Owner,Automatic,2020,5.0,13200.0,12.74,1991.0,197.0,50.0,Mercedes-Benz GLC
2019 Renault KWID 1.0 RXT Optional,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,69381.0,23.01,999.0,67.0,3.27,Renault KWID
2015 Hyundai Creta 1.6 CRDi SX Option,2015,Comprehensive,Diesel,First Owner,Manual,2015,5.0,64275.0,19.67,1582.0,1262.0,6.28,Hyundai Creta
2021 Mahindra Thar LX 4-Str Convert Top AT BSVI,2021,Comprehensive,Petrol,First Owner,Automatic,2021,4.0,7421.0,15.2,1997.0,150.0,12.49,Mahindra Thar
2021 Honda City ZX CVT,2021,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,5252.0,18.3,1498.0,11935.0,12.07,Honda City
2014 Toyota Etios V,2015,Comprehensive,Petrol,First Owner,Manual,2014,5.0,63663.0,16.78,1496.0,8873.0,3.41,Toyota Etios
2015 Honda City i VTEC VX,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,60545.0,17.8,1497.0,1173.0,5.55,Honda City
2016 Honda Amaze S i-VTEC,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,85602.0,17.8,1198.0,867.0,3.33,Honda Amaze
2019 Toyota Fortuner 2.8 4WD AT BSIV,2019,Comprehensive,Diesel,First Owner,Automatic,2019,7.0,35902.0,15.04,2755.0,1745.0,28.0,Toyota Fortuner
2018 Hyundai Creta 1.6 SX Option,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,87172.0,15.8,1591.0,1213.0,7.88,Hyundai Creta
2014 Volkswagen Polo Petrol Highline 1.2L,2014,Comprehensive,Petrol,Second Owner,Manual,2014,5.0,52950.0,16.47,1198.0,739.0,3.72,Volkswagen Polo
2016 Hyundai Verna 1.6 VTVT S,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,42005.0,17.01,1591.0,1213.0,4.71,Hyundai Verna
2018 Hyundai Creta 1.6 SX Option,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,64000.0,15.8,1591.0,1213.0,8.25,Hyundai Creta
2019 Hyundai Verna VTVT 1.6 SX Option,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,32000.0,17.0,1591.0,1213.0,8.25,Hyundai Verna
2018 Hyundai Creta 1.6 SX Option,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,65000.0,15.8,1591.0,1213.0,8.5,Hyundai Creta
2018 Hyundai Elantra 2.0 SX,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,21000.0,14.59,1999.0,14992.0,8.85,Hyundai Elantra
2016 Toyota Corolla Altis 1.8 G CVT,2016,Comprehensive,Petrol,First Owner,Automatic,2016,5.0,39450.0,14.28,1798.0,13803.0,8.15,Toyota Corolla
2017 Hyundai Elantra 2.0 SX,2019,Comprehensive,Petrol,First Owner,Manual,2017,5.0,32000.0,14.59,1999.0,14992.0,8.85,Hyundai Elantra
2018 Honda WR-V i-VTEC VX,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,60314.0,17.5,1199.0,887.0,5.75,Honda WR-V
2018 Hyundai Verna VTVT 1.4 EX,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,4000.0,19.1,1368.0,986.0,7.49,Hyundai Verna
2017 Maruti Ciaz Delta Diesel,2017,Comprehensive,Diesel,First Owner,Automatic,2017,5.0,65000.0,28.09,1248.0,8850.0,5.25,Maruti Ciaz
2015 Hyundai Creta 1.6 CRDi SX Option,2015,Comprehensive,Diesel,First Owner,Manual,2015,5.0,78019.0,19.67,1582.0,1262.0,6.39,Hyundai Creta
2020 Renault Duster RXZ,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,42970.0,16.42,1498.0,10455.0,7.64,Renault Duster
2010 Toyota Innova 2.5 GX 7 STR BSIV,2010,Comprehensive,Diesel,First Owner,Manual,2010,7.0,176000.0,12.8,2494.0,102.0,4.4,Toyota Innova
2019 Maruti Wagon R VXI 1.2,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,24100.0,20.52,1197.0,8180.0,4.74,Maruti Wagon
2015 Maruti Baleno 1.2 Alpha,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,51123.0,21.4,1197.0,831.0,4.71,Maruti Baleno
2016 Skoda Octavia Ambition 1.4 TSI MT,2016,Comprehensive,Petrol,First Owner,Manual,2016,5.0,66000.0,16.8,1395.0,13802.0,5.95,Skoda Octavia
2015 Maruti Baleno 1.3 Zeta,2016,Comprehensive,Diesel,First Owner,Manual,2015,5.0,48405.0,27.39,1248.0,74.0,4.98,Maruti Baleno
2013 Audi A6 2.0 TDI Premium Plus,2013,Comprehensive,Diesel,First Owner,Automatic,2013,5.0,52305.0,17.68,1968.0,17433.0,10.75,Audi A6
2015 Hyundai Grand i10 CRDi Asta,2015,Comprehensive,Diesel,Second Owner,Manual,2015,5.0,46488.0,24.0,1120.0,70.0,3.71,Hyundai Grand
2018 Hyundai i20 Diesel Sportz,2019,Comprehensive,Diesel,First Owner,Manual,2018,5.0,71842.0,22.54,1396.0,8876.0,5.29,Hyundai i20
2014 Honda City i DTEC SV,2014,Comprehensive,Diesel,Third Owner,Manual,2014,5.0,91000.0,26.0,1498.0,986.0,3.95,Honda City
2013 Hyundai i20 Magna 1.4 CRDi (Diesel),2013,Comprehensive,Diesel,First Owner,Manual,2013,5.0,51334.0,21.9,1396.0,8876.0,2.8,Hyundai i20
2016 Toyota Fortuner 2.8 2WD AT BSIV,2016,Comprehensive,Diesel,First Owner,Automatic,2016,7.0,72560.0,12.9,2755.0,1745.0,16.7,Toyota Fortuner
2018 Hyundai Santro Sportz BSIV,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,68000.0,20.3,1086.0,68.0,3.85,Hyundai Santro
2014 Maruti Swift Dzire VXI,2014,Comprehensive,Petrol,First Owner,Manual,2014,5.0,45000.0,22.41,1197.0,8850.0,3.6,Maruti Swift
2013 Mitsubishi Cedia Sports,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,44000.0,13.17,1999.0,114.0,3.95,Mitsubishi Cedia
2016 Skoda Superb LK 1.8 TSI AT,2016,Comprehensive,Petrol,First Owner,Automatic,2016,5.0,47000.0,14.67,1798.0,17746.0,10.95,Skoda Superb
2016 Toyota Fortuner 4x2 AT,2016,Comprehensive,Diesel,First Owner,Automatic,2016,7.0,92044.0,12.55,2982.0,1685.0,16.5,Toyota Fortuner
2018 Audi Q7 45 TDI Quattro Technology,2018,Third Party,Diesel,First Owner,Automatic,2018,7.0,40000.0,14.75,2967.0,245.0,46.0,Audi Q7
2015 Honda City i VTEC VX,2015,Comprehensive,Petrol,First Owner,Manual,2015,5.0,60545.0,17.4,1497.0,1173.0,5.5,Honda City
2014 Maruti Ritz VDi,2014,Comprehensive,Diesel,First Owner,Manual,2014,5.0,79097.0,1248.0,7394.0,190.0,3.29,Maruti Ritz
2013 Maruti Swift Dzire VXI,2014,Comprehensive,Petrol,Second Owner,Manual,2013,5.0,68619.0,19.1,1197.0,858.0,3.44,Maruti Swift
2014 Audi Q5 30 TDI quattro Premium,2014,Comprehensive,Diesel,First Owner,Automatic,2014,5.0,34452.0,14.16,1968.0,1743.0,16.75,Audi Q5
2017 Hyundai Grand i10 1.2 CRDi Sportz,2017,Comprehensive,Diesel,First Owner,Manual,2017,5.0,40326.0,24.0,1186.0,7397.0,5.22,Hyundai Grand
2019 Datsun GO T Option,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,40021.0,19.02,1198.0,6705.0,3.92,Datsun GO
2019 Maruti Wagon R LXI,2019,Comprehensive,Petrol,First Owner,Manual,2019,5.0,44000.0,998.0,6705.0,90.0,3.99,Maruti Wagon
2019 Maruti Wagon R VXI 1.2,2020,Third Party,Petrol,First Owner,Manual,2019,5.0,7962.0,20.52,1197.0,8180.0,4.89,Maruti Wagon
2012 Toyota Innova 2.5 VX 7 STR BSIV,2012,Comprehensive,Diesel,First Owner,Manual,2012,7.0,260000.0,12.8,2494.0,102.0,6.25,Toyota Innova
2018 Nissan Micra Active XV,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,44508.0,19.69,1198.0,6704.0,3.38,Nissan Micra
2014 Hyundai Elantra SX AT,2014,Comprehensive,Petrol,First Owner,Automatic,2014,5.0,58958.0,14.5,1797.0,1475.0,5.25,Hyundai Elantra
2018 Maruti Ignis 1.2 Zeta BSIV,2018,Third Party,Petrol,Second Owner,Manual,2018,5.0,44000.0,20.89,1197.0,8180.0,4.65,Maruti Ignis
2022 Toyota Urban cruiser Premium,2022,Comprehensive,Petrol,First Owner,Manual,2022,5.0,48188.0,17.03,1462.0,10326.0,8.25,Toyota Urban
2009 Hyundai i10 Sportz,2009,Comprehensive,Petrol,First Owner,Manual,2009,5.0,55000.0,20.36,1197.0,789.0,1.51,Hyundai i10
2013 Hyundai Grand i10 Magna,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,24268.0,1197.0,82.0,114.0,2.85,Hyundai Grand
2019 Hyundai Creta 1.6 CRDi AT SX Plus,2019,Comprehensive,Diesel,First Owner,Automatic,2019,5.0,23000.0,17.01,1582.0,1262.0,10.5,Hyundai Creta
2020 MG Hector Sharp AT BSIV,2020,Comprehensive,Petrol,First Owner,Automatic,2020,5.0,38502.0,13.96,1451.0,141.0,13.75,MG Hector
2017 Hyundai Creta 1.6 CRDi SX Plus,2017,Comprehensive,Diesel,First Owner,Manual,2017,5.0,35000.0,19.67,1582.0,1262.0,7.5,Hyundai Creta
2020 Kia Seltos GTX Plus,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,43487.0,16.5,1353.0,13808.0,13.5,Kia Seltos
2018 Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,Comprehensive,Diesel,First Owner,Automatic,2018,5.0,32000.0,24.3,1248.0,885.0,7.5,Maruti Vitara
2019 Mercedes-Benz GLA Class 200 d Sport,2019,Third Party,Diesel,First Owner,Automatic,2019,5.0,14400.0,17.9,2143.0,136.0,24.0,Mercedes-Benz GLA
2017 Volkswagen Polo 1.2 MPI Trendline,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,62920.0,1198.0,74.0,110.0,5.27,Volkswagen Polo
2012 Maruti A-Star Vxi,2012,Comprehensive,Petrol,First Owner,Manual,2012,5.0,60467.0,19.0,998.0,661.0,2.8,Maruti A-Star
2014 Hyundai i10 Sportz 1.1L,2014,Comprehensive,Petrol,Second Owner,Manual,2014,5.0,65017.0,19.81,1086.0,6805.0,2.25,Hyundai i10
2017 Maruti Swift Dzire ZXI 1.2,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,38015.0,21.21,1197.0,8180.0,5.47,Maruti Swift
2017 Toyota Etios Liva 1.2 V,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,49134.0,17.71,1197.0,789.0,4.42,Toyota Etios
2016 Maruti Wagon R VXI AMT,2016,Comprehensive,Petrol,Second Owner,Automatic,2016,5.0,37100.0,21.79,998.0,6705.0,3.1,Maruti Wagon
2021 Hyundai i20 Asta Opt Turbo DCT BSVI,2021,Comprehensive,Petrol,First Owner,Automatic,2021,5.0,69977.0,20.28,998.0,11841.0,8.69,Hyundai i20
2017 Nissan Micra CVT XV,2017,Comprehensive,Petrol,First Owner,Automatic,2017,5.0,16937.0,19.34,1198.0,7594.0,3.25,Nissan Micra
2018 Mahindra XUV500 W7 BSIV,2018,Comprehensive,Diesel,First Owner,Manual,2018,7.0,51441.0,15.1,2179.0,15287.0,10.71,Mahindra XUV500
2017 Maruti Swift Dzire AMT ZXI,2017,Comprehensive,Petrol,First Owner,Automatic,2017,5.0,53947.0,21.21,1197.0,8180.0,5.62,Maruti Swift
2020 Kia Seltos GTX Option,2020,Comprehensive,Petrol,First Owner,Manual,2020,5.0,30000.0,16.5,1353.0,13808.0,13.2,Kia Seltos
2015 Hyundai i20 Asta 1.2,2015,Third Party,Petrol,First Owner,Manual,2015,5.0,40909.0,18.6,1197.0,8183.0,4.35,Hyundai i20
2019 Mahindra TUV 300 T6 Plus,2019,Comprehensive,Diesel,First Owner,Manual,2019,7.0,70000.0,18.49,1493.0,100.0,5.75,Mahindra TUV
2011 Maruti Swift Dzire 1.2 Vxi BSIV,2011,Comprehensive,Petrol,Second Owner,Manual,2011,5.0,69000.0,17.5,1197.0,858.0,2.25,Maruti Swift
2017 Honda Jazz 1.2 SV i VTEC,2017,Comprehensive,Petrol,First Owner,Manual,2017,5.0,28662.0,18.7,1199.0,887.0,3.85,Honda Jazz
2021 Tata Harrier XTA Plus AT BSVI,2021,Comprehensive,Diesel,First Owner,Automatic,2021,5.0,46912.0,14.6,1956.0,16767.0,16.25,Tata Harrier
2013 Volkswagen Vento Petrol Comfortline,2013,Comprehensive,Petrol,First Owner,Manual,2013,5.0,65000.0,15.04,1598.0,1036.0,2.5,Volkswagen Vento
2013 Mercedes-Benz C-Class C 220 CDI Avantgarde,2013,Comprehensive,Diesel,First Owner,Automatic,2013,5.0,40238.0,19.27,2143.0,170.0,12.5,Mercedes-Benz C-Class
2020 Volkswagen Ameo 1.5 TDI Comfortline,2020,Comprehensive,Diesel,First Owner,Manual,2020,5.0,52000.0,21.66,1498.0,10862.0,4.45,Volkswagen Ameo
2021 Hyundai Santro Asta,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,22873.0,20.3,1086.0,6805.0,4.73,Hyundai Santro
2012 Maruti A-Star Zxi,2012,Comprehensive,Petrol,First Owner,Manual,2012,5.0,77389.0,19.0,998.0,661.0,2.27,Maruti A-Star
2018 Maruti Swift VVT VXI,2018,Comprehensive,Petrol,First Owner,Manual,2018,5.0,32000.0,22.0,1197.0,8180.0,5.3,Maruti Swift
2016 Skoda Rapid 1.5 TDI AT Style Plus,2016,Comprehensive,Diesel,First Owner,Automatic,2016,5.0,88935.0,21.66,1498.0,10352.0,4.85,Skoda Rapid
2018 Nissan Micra Active XV,2018,Comprehensive,Petrol,Second Owner,Manual,2018,5.0,53681.0,19.69,1198.0,6704.0,3.04,Nissan Micra
2018 Mahindra Bolero ZLX,2018,Third Party,Diesel,First Owner,Manual,2018,7.0,60000.0,15.96,2523.0,621.0,5.65,Mahindra Bolero
2015 Hyundai i20 Active 1.4 SX,2015,Comprehensive,Diesel,First Owner,Manual,2015,5.0,49441.0,21.19,1396.0,8873.0,4.89,Hyundai i20
2019 Toyota Innova Crysta 2.4 VX MT BSIV,2019,Comprehensive,Diesel,First Owner,Manual,2019,7.0,41000.0,13.68,2393.0,1478.0,16.95,Toyota Innova
2021 Maruti Ciaz S,2021,Comprehensive,Petrol,First Owner,Manual,2021,5.0,23838.0,20.65,1462.0,10325.0,8.85,Maruti Ciaz
2021 Skoda Octavia L and K 1.9 TDI MT,2021,Comprehensive,Diesel,First Owner,Manual,2021,5.0,26719.0,16.4,1896.0,90.0,7.89,Skoda Octavia
2017 Mahindra TUV 300 mHAWK100 T8,2017,Comprehensive,Diesel,Second Owner,Manual,2017,7.0,27236.0,18.49,1493.0,100.0,6.5,Mahindra TUV
2015 Honda City i DTEC VX,2015,Comprehensive,Diesel,First Owner,Manual,2015,5.0,41080.0,25.1,1498.0,986.0,5.9,Honda City
2016 Toyota Etios 1.4 VXD,2016,Comprehensive,Diesel,First Owner,Manual,2016,5.0,72793.0,23.59,1364.0,6704.0,4.55,Toyota Etios
2014 Hyundai i10 Sportz,2014,Comprehensive,Petrol,Third Owner,Manual,2014,5.0,64000.0,20.36,1197.0,789.0,2.35,Hyundai i10
